hour,day,location,weather,road_condition,vehicle_type,accident,special_event,congestion
4,Sun,Market,Clear,Bad,Truck,0,0,0
20,Wed,Residential,Clear,Bad,Truck,1,1,0
16,Tue,School-Zone,Rainy,Good,Bus,1,1,0
18,Thu,Highway,Clear,Bad,Bus,1,1,0
17,Mon,Office-Area,Foggy,Bad,Truck,0,0,0
8,Wed,Residential,Foggy,Bad,Truck,1,0,1
16,Fri,Highway,Clear,Bad,Truck,1,0,0
7,Tue,Highway,Foggy,Good,Bus,0,0,0
14,Mon,School-Zone,Foggy,Bad,Bus,0,0,1
11,Fri,Market,Clear,Bad,Truck,0,1,1
21,Sun,Highway,Foggy,Bad,Car,1,1,0
4,Mon,Office-Area,Foggy,Good,Bike,1,0,0
23,Fri,Market,Clear,Good,Truck,0,0,0
10,Mon,Highway,Foggy,Bad,Bike,0,0,1
9,Tue,School-Zone,Clear,Good,Truck,0,0,0
7,Thu,Office-Area,Rainy,Good,Car,1,0,0
1,Wed,School-Zone,Foggy,Bad,Car,0,0,0
4,Sat,Residential,Foggy,Bad,Bus,1,1,0
21,Fri,Market,Rainy,Good,Bus,1,0,0
15,Mon,Office-Area,Rainy,Bad,Car,1,1,1
12,Sun,Highway,Clear,Bad,Bus,1,0,1
18,Sat,Market,Clear,Good,Car,1,0,0
19,Thu,Market,Rainy,Bad,Bike,0,1,0
17,Sat,Office-Area,Rainy,Good,Bus,1,1,0
12,Sun,School-Zone,Clear,Good,Truck,1,1,1
10,Sun,Residential,Clear,Good,Truck,0,0,0
22,Tue,School-Zone,Foggy,Bad,Bus,1,0,0
19,Wed,Highway,Clear,Bad,Bike,1,0,1
10,Tue,Residential,Clear,Good,Truck,1,0,1
22,Wed,Residential,Clear,Good,Truck,0,1,0
6,Thu,Residential,Foggy,Bad,Bike,0,0,1
20,Fri,Highway,Foggy,Good,Bus,0,1,0
19,Tue,Highway,Foggy,Bad,Bus,0,0,1
20,Sat,Office-Area,Foggy,Bad,Truck,1,1,1
15,Sat,Market,Foggy,Bad,Bike,1,0,1
18,Mon,Office-Area,Rainy,Bad,Truck,1,0,0
17,Thu,Highway,Rainy,Bad,Bike,1,0,1
21,Thu,School-Zone,Clear,Bad,Bus,0,0,1
0,Thu,Market,Rainy,Good,Truck,0,0,1
21,Sat,Market,Rainy,Good,Car,0,0,0
12,Thu,Market,Rainy,Bad,Bike,0,1,0
4,Mon,Market,Rainy,Bad,Bus,0,0,0
17,Wed,Residential,Rainy,Bad,Bike,0,1,1
1,Tue,Highway,Clear,Bad,Truck,1,1,1
13,Mon,School-Zone,Clear,Bad,Bus,0,0,0
10,Wed,Market,Clear,Bad,Car,1,1,0
19,Sat,School-Zone,Clear,Bad,Car,0,1,0
9,Sun,Market,Foggy,Good,Bike,0,1,1
22,Mon,Highway,Clear,Good,Truck,0,1,1
6,Wed,Residential,Foggy,Good,Bike,1,0,1
23,Thu,Market,Foggy,Bad,Bus,1,1,1
23,Tue,School-Zone,Rainy,Bad,Bus,0,0,1
18,Tue,Residential,Clear,Good,Bus,1,1,1
22,Sat,Office-Area,Rainy,Bad,Bike,1,0,1
15,Sun,School-Zone,Foggy,Bad,Car,0,1,1
23,Fri,Market,Clear,Bad,Car,0,1,0
17,Mon,Residential,Clear,Bad,Car,1,0,0
1,Tue,School-Zone,Rainy,Good,Bus,1,1,1
2,Tue,Market,Clear,Good,Truck,1,1,1
3,Thu,School-Zone,Clear,Bad,Car,0,0,0
7,Fri,Highway,Foggy,Bad,Bike,1,0,0
19,Mon,Highway,Rainy,Bad,Truck,0,1,0
14,Sun,Office-Area,Rainy,Bad,Bus,0,0,1
3,Mon,Residential,Rainy,Bad,Truck,0,1,1
7,Fri,Office-Area,Rainy,Good,Bike,0,0,0
23,Fri,Office-Area,Rainy,Good,Truck,0,0,0
13,Tue,Residential,Foggy,Bad,Bike,0,0,1
19,Wed,Residential,Clear,Good,Car,0,1,0
12,Mon,Market,Clear,Good,Bus,1,0,0
17,Tue,Office-Area,Rainy,Bad,Bike,0,0,1
10,Thu,Office-Area,Foggy,Bad,Truck,0,1,1
16,Wed,Market,Rainy,Good,Truck,1,1,1
1,Wed,Market,Clear,Good,Bike,1,0,0
4,Sat,Market,Rainy,Bad,Bike,1,1,0
2,Fri,Residential,Clear,Good,Car,1,1,0
0,Fri,Residential,Foggy,Good,Truck,1,0,0
15,Tue,School-Zone,Clear,Good,Bus,1,1,1
8,Sat,Highway,Rainy,Good,Bus,0,0,1
9,Fri,School-Zone,Clear,Bad,Truck,1,1,0
5,Fri,Highway,Clear,Bad,Car,0,0,1
12,Wed,School-Zone,Rainy,Good,Car,0,0,1
9,Thu,Market,Rainy,Bad,Truck,1,1,0
0,Wed,School-Zone,Rainy,Bad,Bike,1,0,0
6,Wed,School-Zone,Clear,Bad,Truck,1,0,0
5,Thu,Office-Area,Foggy,Good,Car,0,0,0
15,Thu,Market,Clear,Good,Truck,1,1,1
3,Sat,Residential,Rainy,Good,Bike,1,0,0
15,Sun,Market,Clear,Good,Bus,0,1,0
17,Sat,Highway,Rainy,Bad,Car,1,1,1
15,Sat,Office-Area,Foggy,Good,Bike,0,1,1
19,Mon,Market,Clear,Good,Car,1,1,0
21,Sun,Highway,Foggy,Good,Car,0,0,0
6,Sat,Residential,Clear,Good,Truck,1,1,0
16,Wed,Market,Rainy,Good,Bus,1,1,1
22,Mon,School-Zone,Rainy,Bad,Car,1,1,1
21,Wed,Office-Area,Foggy,Good,Car,0,1,0
3,Mon,Residential,Foggy,Good,Bike,1,1,0
9,Mon,Residential,Clear,Good,Bus,1,1,0
4,Thu,Residential,Clear,Bad,Car,0,0,1
4,Wed,Highway,Clear,Bad,Car,1,1,0
4,Sun,Market,Rainy,Good,Bike,0,0,0
2,Wed,Market,Foggy,Bad,Car,0,0,0
5,Mon,Market,Foggy,Bad,Truck,1,0,1
3,Wed,Residential,Foggy,Good,Bus,1,0,0
10,Wed,Residential,Rainy,Good,Truck,0,1,1
22,Mon,Market,Rainy,Good,Bus,1,1,1
9,Fri,School-Zone,Clear,Bad,Car,1,1,0
10,Thu,Market,Foggy,Bad,Bike,0,0,1
16,Tue,School-Zone,Foggy,Good,Car,0,1,1
11,Fri,Residential,Rainy,Good,Bus,1,0,1
0,Sat,Market,Foggy,Bad,Truck,1,1,1
3,Sun,Market,Clear,Bad,Bike,0,1,0
23,Thu,Highway,Foggy,Bad,Bus,1,0,0
17,Sun,Market,Foggy,Bad,Truck,1,0,1
14,Mon,Office-Area,Rainy,Bad,Truck,0,1,0
9,Wed,School-Zone,Rainy,Good,Truck,1,0,1
9,Tue,Office-Area,Clear,Bad,Truck,1,0,0
13,Sun,School-Zone,Clear,Bad,Truck,1,0,0
15,Thu,Highway,Rainy,Good,Bike,0,0,0
20,Sat,School-Zone,Foggy,Good,Bike,0,1,1
3,Thu,School-Zone,Foggy,Bad,Car,1,0,1
11,Sun,Highway,Rainy,Bad,Bike,0,0,1
11,Sat,Residential,Foggy,Good,Bike,0,1,1
20,Sat,Highway,Foggy,Bad,Bus,1,1,0
1,Sun,Office-Area,Rainy,Bad,Truck,1,0,0
12,Mon,Highway,Clear,Good,Car,1,0,1
19,Mon,Office-Area,Clear,Bad,Bus,1,0,0
13,Tue,Residential,Clear,Good,Bus,1,1,1
12,Mon,Residential,Rainy,Good,Car,1,1,0
2,Sun,Market,Clear,Good,Bus,1,1,1
14,Thu,Highway,Clear,Bad,Bike,0,0,1
22,Thu,Residential,Clear,Good,Bus,0,0,1
5,Sat,Market,Clear,Good,Truck,0,0,0
6,Sat,School-Zone,Clear,Good,Bus,0,0,0
15,Mon,Market,Clear,Bad,Bike,1,0,1
18,Wed,Residential,Foggy,Bad,Truck,0,1,0
1,Sun,Residential,Foggy,Good,Bus,1,1,0
0,Wed,School-Zone,Foggy,Bad,Bike,1,0,0
9,Sat,School-Zone,Clear,Good,Truck,0,1,0
9,Sun,Highway,Clear,Bad,Car,1,0,1
21,Mon,School-Zone,Foggy,Good,Bus,1,1,1
1,Fri,Office-Area,Rainy,Bad,Truck,0,1,0
13,Sun,Office-Area,Rainy,Bad,Bus,1,0,1
11,Thu,Office-Area,Clear,Bad,Bus,1,0,0
20,Wed,Market,Clear,Bad,Car,0,0,1
11,Mon,Residential,Foggy,Good,Bike,1,1,0
9,Mon,Highway,Rainy,Good,Bus,1,0,1
14,Thu,Highway,Clear,Bad,Bike,0,1,0
11,Fri,Highway,Foggy,Bad,Truck,0,0,1
1,Tue,School-Zone,Foggy,Bad,Car,1,1,1
5,Wed,Residential,Foggy,Good,Truck,0,0,0
20,Mon,Office-Area,Rainy,Bad,Truck,1,1,0
2,Thu,Market,Foggy,Good,Truck,0,1,1
0,Wed,School-Zone,Foggy,Bad,Bus,0,0,1
3,Fri,Market,Clear,Bad,Bus,0,0,1
3,Thu,Office-Area,Rainy,Good,Truck,0,0,1
19,Sat,Office-Area,Rainy,Bad,Car,0,1,0
19,Sun,School-Zone,Rainy,Good,Bus,0,0,0
6,Thu,Highway,Rainy,Good,Truck,0,1,0
19,Thu,Market,Clear,Bad,Bike,1,1,1
13,Tue,Office-Area,Rainy,Bad,Truck,1,0,0
3,Wed,Highway,Foggy,Bad,Bike,1,1,1
18,Mon,Residential,Clear,Good,Bus,0,1,1
20,Sat,School-Zone,Foggy,Good,Car,0,0,0
12,Sun,Market,Foggy,Bad,Bike,1,0,1
23,Tue,Highway,Rainy,Bad,Bus,1,0,0
19,Wed,School-Zone,Clear,Bad,Truck,0,1,0
18,Sun,Highway,Rainy,Bad,Car,1,0,1
7,Fri,Office-Area,Foggy,Bad,Bus,0,1,1
15,Thu,Office-Area,Foggy,Good,Bike,0,1,1
23,Thu,Office-Area,Clear,Good,Truck,0,1,1
22,Sat,Highway,Rainy,Good,Car,0,0,1
23,Fri,Residential,Foggy,Bad,Bike,1,0,1
6,Mon,Office-Area,Rainy,Bad,Truck,1,0,1
19,Sun,Highway,Rainy,Bad,Bike,1,1,0
15,Wed,Highway,Foggy,Good,Truck,0,1,0
3,Mon,Residential,Rainy,Good,Truck,1,0,0
11,Sat,Office-Area,Clear,Bad,Truck,0,1,0
3,Thu,Highway,Rainy,Good,Truck,0,0,0
20,Sun,Highway,Clear,Good,Car,1,1,1
8,Mon,Market,Rainy,Bad,Bus,0,1,1
5,Wed,Office-Area,Rainy,Good,Truck,0,1,1
0,Wed,Market,Foggy,Bad,Car,1,0,1
15,Sat,Residential,Foggy,Good,Bus,0,0,1
11,Fri,Highway,Foggy,Good,Car,1,1,0
11,Thu,School-Zone,Rainy,Good,Bike,0,0,1
10,Sun,School-Zone,Rainy,Bad,Car,0,1,0
23,Mon,School-Zone,Rainy,Bad,Bus,0,1,0
21,Sat,Market,Clear,Good,Truck,0,1,1
21,Sat,Highway,Foggy,Good,Bike,1,1,1
8,Thu,Highway,Rainy,Bad,Car,1,1,0
14,Wed,Office-Area,Clear,Good,Car,1,1,0
5,Fri,Residential,Clear,Good,Bus,0,0,0
14,Tue,Highway,Foggy,Bad,Bike,0,1,1
19,Mon,Office-Area,Clear,Good,Car,0,1,1
21,Wed,Office-Area,Foggy,Bad,Bus,1,0,0
3,Fri,Residential,Clear,Bad,Car,1,0,1
14,Sat,Highway,Clear,Bad,Bus,0,0,1
12,Sat,School-Zone,Foggy,Bad,Bike,1,0,0
20,Fri,School-Zone,Clear,Bad,Bike,1,0,0
2,Sun,Residential,Foggy,Good,Truck,1,1,1
1,Mon,Residential,Foggy,Bad,Truck,1,1,1
15,Fri,Highway,Clear,Bad,Car,0,1,1
20,Sun,Office-Area,Rainy,Bad,Car,1,1,0
3,Tue,Residential,Foggy,Bad,Bus,0,0,1
1,Sun,School-Zone,Clear,Good,Truck,0,1,0
2,Wed,Residential,Foggy,Bad,Bus,0,0,0
10,Tue,Office-Area,Foggy,Good,Car,1,1,0
8,Fri,Office-Area,Rainy,Bad,Bike,0,0,1
7,Sat,Residential,Foggy,Bad,Truck,1,0,1
7,Thu,Highway,Foggy,Bad,Bus,0,1,1
22,Wed,Highway,Foggy,Bad,Truck,0,1,0
2,Sun,Market,Foggy,Good,Car,1,1,1
14,Fri,School-Zone,Clear,Bad,Car,1,0,1
16,Tue,Highway,Clear,Bad,Car,1,0,0
18,Sat,School-Zone,Clear,Good,Bike,1,0,0
9,Fri,School-Zone,Clear,Good,Bus,1,0,1
18,Wed,Office-Area,Clear,Good,Bike,1,0,0
21,Fri,School-Zone,Clear,Good,Car,1,0,0
23,Mon,Highway,Rainy,Good,Car,0,0,1
2,Fri,Market,Clear,Bad,Car,1,0,1
22,Sat,Residential,Clear,Good,Bus,0,1,1
2,Wed,Market,Clear,Good,Bus,0,0,0
2,Tue,Office-Area,Rainy,Bad,Bus,1,0,0
13,Wed,Residential,Foggy,Good,Truck,1,1,1
13,Sat,Market,Rainy,Bad,Bike,0,1,1
0,Sat,School-Zone,Foggy,Good,Car,0,0,1
12,Sun,School-Zone,Foggy,Good,Truck,0,1,1
18,Sun,Office-Area,Clear,Good,Bus,0,1,1
18,Fri,Market,Foggy,Bad,Bike,0,1,0
6,Thu,Market,Rainy,Bad,Bike,1,0,1
9,Wed,Office-Area,Clear,Good,Car,1,1,0
7,Tue,Market,Clear,Good,Bus,1,0,1
4,Wed,School-Zone,Rainy,Bad,Bus,0,1,0
14,Sat,Office-Area,Rainy,Bad,Bike,1,0,1
7,Sun,Highway,Rainy,Good,Truck,1,0,1
12,Sun,Residential,Clear,Good,Car,0,0,1
16,Fri,School-Zone,Clear,Bad,Bus,0,1,1
3,Tue,Residential,Foggy,Bad,Car,1,1,0
15,Thu,Office-Area,Rainy,Good,Bus,0,0,0
11,Wed,School-Zone,Clear,Good,Truck,1,0,0
9,Wed,Residential,Foggy,Good,Truck,0,1,0
3,Sun,Residential,Rainy,Bad,Bus,1,0,0
20,Fri,Market,Foggy,Good,Bike,0,1,0
10,Mon,Market,Foggy,Bad,Bus,0,0,1
18,Fri,Market,Clear,Bad,Bike,1,0,0
13,Wed,Residential,Foggy,Bad,Car,1,0,1
10,Mon,School-Zone,Clear,Good,Truck,0,1,0
16,Sun,Market,Rainy,Good,Car,0,0,1
1,Mon,Office-Area,Clear,Good,Bike,1,0,1
0,Sun,School-Zone,Rainy,Bad,Bus,0,0,1
8,Fri,School-Zone,Rainy,Good,Bus,0,0,0
2,Sun,Highway,Foggy,Bad,Truck,1,1,0
20,Tue,Market,Rainy,Bad,Bus,0,0,1
6,Tue,Market,Clear,Good,Bus,1,1,0
14,Sat,Highway,Rainy,Good,Truck,1,1,1
2,Sat,Market,Foggy,Bad,Car,1,0,0
19,Fri,Residential,Clear,Good,Car,1,0,1
16,Tue,Market,Clear,Good,Bike,0,1,1
4,Thu,Office-Area,Foggy,Good,Car,0,0,0
5,Sat,Office-Area,Foggy,Bad,Bus,0,0,0
23,Mon,Market,Clear,Good,Bus,0,0,0
10,Tue,Highway,Rainy,Good,Bike,1,0,1
14,Sun,Market,Foggy,Bad,Truck,0,0,1
9,Wed,Highway,Rainy,Bad,Truck,1,1,0
17,Wed,Residential,Clear,Bad,Truck,1,1,0
1,Sat,School-Zone,Foggy,Bad,Bus,1,1,1
7,Fri,Residential,Foggy,Bad,Bike,1,1,0
13,Sun,Highway,Rainy,Good,Car,1,1,0
19,Sun,Residential,Clear,Bad,Bus,1,1,0
19,Sun,School-Zone,Rainy,Good,Car,0,1,1
14,Mon,School-Zone,Rainy,Bad,Bike,1,1,1
14,Tue,Office-Area,Rainy,Good,Bike,0,0,0
16,Fri,School-Zone,Clear,Good,Car,1,1,1
4,Thu,Market,Clear,Bad,Truck,1,0,1
11,Sun,Residential,Foggy,Good,Bike,1,1,1
5,Fri,Residential,Rainy,Good,Bike,1,1,0
0,Wed,Market,Foggy,Bad,Truck,1,1,1
23,Tue,Office-Area,Clear,Good,Truck,0,0,1
7,Tue,Market,Rainy,Bad,Bus,1,0,0
9,Thu,School-Zone,Foggy,Bad,Bike,0,0,0
12,Sat,School-Zone,Foggy,Bad,Car,0,0,0
7,Sun,School-Zone,Clear,Bad,Bus,1,1,0
18,Sat,Residential,Foggy,Good,Car,0,0,0
18,Thu,Office-Area,Foggy,Good,Car,1,1,0
12,Sun,School-Zone,Clear,Bad,Bus,0,1,0
12,Mon,Office-Area,Foggy,Good,Truck,0,1,1
0,Fri,Residential,Foggy,Bad,Truck,1,0,0
10,Mon,Highway,Foggy,Good,Truck,1,0,0
3,Wed,Market,Clear,Good,Bike,0,0,0
19,Fri,Highway,Clear,Bad,Car,1,1,0
3,Thu,Highway,Clear,Bad,Bus,1,0,1
9,Wed,School-Zone,Foggy,Good,Bike,1,0,1
22,Sun,Office-Area,Rainy,Good,Bus,0,1,0
8,Sat,Office-Area,Clear,Good,Truck,0,1,0
8,Sat,Highway,Clear,Bad,Bus,1,0,0
5,Wed,Residential,Foggy,Bad,Bike,1,0,0
8,Fri,School-Zone,Rainy,Bad,Bus,0,0,0
16,Wed,Highway,Clear,Good,Bus,0,0,1
23,Sun,Office-Area,Foggy,Good,Truck,1,0,0
13,Wed,Residential,Foggy,Bad,Bike,0,1,0
5,Tue,Residential,Rainy,Bad,Car,1,0,0
10,Sat,Market,Clear,Bad,Bus,1,0,0
0,Sun,Residential,Foggy,Good,Car,1,0,0
17,Tue,Office-Area,Rainy,Good,Truck,0,1,0
3,Wed,School-Zone,Clear,Good,Bike,0,1,1
6,Tue,Office-Area,Foggy,Bad,Bike,0,0,1
13,Mon,Residential,Clear,Good,Bike,1,0,0
23,Fri,Office-Area,Rainy,Good,Bus,0,1,0
7,Mon,Market,Clear,Bad,Truck,0,1,0
11,Sun,Market,Clear,Bad,Bus,0,1,0
16,Fri,Market,Rainy,Bad,Bus,1,1,1
3,Sat,Office-Area,Clear,Good,Bike,0,1,1
22,Wed,Highway,Foggy,Good,Bus,1,0,1
13,Thu,Office-Area,Rainy,Bad,Car,0,0,1
19,Fri,Office-Area,Rainy,Good,Bike,0,0,1
6,Tue,Residential,Foggy,Bad,Bike,1,1,0
18,Tue,Residential,Foggy,Bad,Truck,0,0,1
14,Tue,Highway,Clear,Good,Car,0,0,1
13,Sat,Market,Rainy,Good,Car,0,0,1
23,Tue,Residential,Clear,Good,Bus,1,1,0
17,Thu,Highway,Rainy,Bad,Bus,0,1,1
6,Tue,Market,Foggy,Bad,Truck,1,0,1
17,Thu,School-Zone,Rainy,Bad,Bus,1,1,1
13,Thu,Market,Rainy,Good,Car,1,1,1
4,Sun,Office-Area,Rainy,Good,Bike,1,1,1
16,Sat,Office-Area,Foggy,Good,Bus,0,1,1
22,Wed,School-Zone,Clear,Good,Car,1,0,0
7,Mon,Highway,Foggy,Bad,Car,1,1,0
4,Fri,Office-Area,Rainy,Bad,Car,1,1,1
18,Mon,Highway,Rainy,Good,Car,1,0,0
18,Wed,Office-Area,Foggy,Bad,Car,1,1,1
11,Fri,Residential,Foggy,Good,Bike,0,0,0
7,Mon,Office-Area,Rainy,Bad,Bus,0,0,1
16,Thu,Highway,Rainy,Good,Car,1,1,1
0,Wed,Market,Clear,Bad,Car,1,0,0
20,Wed,Highway,Rainy,Good,Bike,1,0,1
9,Sun,School-Zone,Rainy,Good,Car,1,1,0
9,Wed,Office-Area,Clear,Good,Bus,1,0,1
4,Fri,Market,Rainy,Bad,Bus,0,0,1
19,Tue,School-Zone,Foggy,Good,Car,1,0,1
5,Thu,Residential,Foggy,Bad,Bus,1,1,1
12,Sun,School-Zone,Clear,Good,Truck,1,0,0
17,Thu,Highway,Rainy,Good,Car,0,1,0
13,Thu,School-Zone,Rainy,Good,Truck,0,1,0
19,Wed,Office-Area,Rainy,Good,Car,0,0,0
15,Fri,Office-Area,Clear,Bad,Bus,0,1,0
21,Mon,Residential,Clear,Good,Car,1,0,0
21,Wed,Market,Clear,Bad,Car,0,0,0
21,Fri,Highway,Rainy,Good,Bus,0,0,1
22,Sat,Residential,Rainy,Bad,Bike,0,0,1
8,Wed,School-Zone,Clear,Bad,Bike,0,1,0
7,Tue,Market,Clear,Good,Bike,1,1,0
22,Mon,Market,Rainy,Bad,Bus,1,0,1
3,Thu,School-Zone,Clear,Good,Truck,0,0,1
18,Mon,Office-Area,Rainy,Good,Truck,0,0,1
4,Mon,Market,Rainy,Bad,Car,1,0,1
0,Wed,Highway,Rainy,Bad,Truck,0,1,1
22,Thu,Residential,Rainy,Good,Bus,1,1,1
21,Thu,Residential,Clear,Good,Bike,1,1,1
1,Thu,Office-Area,Rainy,Good,Truck,1,1,0
21,Sun,Residential,Foggy,Bad,Car,0,1,1
4,Mon,Residential,Clear,Good,Bus,0,0,1
21,Fri,Residential,Rainy,Good,Car,0,1,1
13,Mon,Office-Area,Foggy,Good,Truck,0,1,0
3,Sat,Highway,Clear,Bad,Bike,0,0,1
3,Wed,Residential,Rainy,Good,Car,0,1,0
18,Tue,Office-Area,Foggy,Bad,Bus,0,0,0
16,Thu,School-Zone,Clear,Bad,Bus,1,1,1
11,Thu,School-Zone,Foggy,Good,Bus,0,0,0
6,Tue,Office-Area,Clear,Bad,Bus,1,1,0
2,Fri,Residential,Rainy,Good,Car,1,0,0
3,Tue,Office-Area,Clear,Bad,Car,1,0,0
7,Sun,Market,Clear,Good,Bus,1,0,1
0,Thu,Residential,Rainy,Good,Bus,0,0,0
15,Thu,Residential,Rainy,Bad,Car,1,0,1
17,Sat,Market,Rainy,Good,Bike,1,1,1
11,Thu,School-Zone,Clear,Good,Car,0,0,0
7,Sat,Highway,Rainy,Good,Truck,0,0,1
10,Mon,Office-Area,Rainy,Bad,Car,1,0,1
3,Thu,Market,Rainy,Good,Bike,0,0,1
5,Wed,Office-Area,Foggy,Good,Truck,0,0,1
10,Wed,Office-Area,Rainy,Good,Bus,0,0,0
17,Mon,Residential,Clear,Bad,Bike,0,1,0
11,Sat,Office-Area,Rainy,Bad,Truck,1,0,1
10,Sun,Office-Area,Foggy,Good,Car,1,1,0
1,Thu,Office-Area,Clear,Bad,Car,0,0,0
17,Sat,School-Zone,Clear,Bad,Car,0,0,1
22,Sat,Office-Area,Rainy,Good,Car,0,0,0
8,Fri,Office-Area,Rainy,Good,Bus,0,0,0
17,Mon,Office-Area,Foggy,Good,Bus,0,1,1
10,Mon,School-Zone,Clear,Bad,Bus,0,1,1
9,Sun,Residential,Foggy,Bad,Bus,0,1,1
9,Sat,School-Zone,Rainy,Bad,Bus,1,1,1
7,Mon,Residential,Clear,Bad,Bike,0,1,0
23,Fri,Residential,Clear,Bad,Bus,1,0,0
11,Fri,Highway,Clear,Bad,Bike,1,1,1
20,Wed,Office-Area,Rainy,Good,Truck,1,0,1
3,Thu,Residential,Clear,Good,Truck,1,1,0
21,Mon,School-Zone,Foggy,Good,Bus,0,1,1
8,Mon,Highway,Foggy,Good,Car,0,0,0
14,Fri,Office-Area,Rainy,Bad,Bus,0,0,0
20,Mon,Market,Rainy,Good,Truck,0,1,1
8,Sat,Highway,Clear,Good,Bike,1,0,1
5,Tue,Office-Area,Foggy,Good,Car,1,0,1
14,Sun,Market,Rainy,Bad,Car,0,1,1
15,Tue,Residential,Rainy,Good,Truck,0,1,0
13,Wed,Highway,Rainy,Bad,Truck,0,0,0
14,Mon,Office-Area,Clear,Bad,Bus,0,0,1
6,Sun,School-Zone,Rainy,Good,Car,1,1,0
20,Wed,Office-Area,Clear,Good,Bus,0,0,1
14,Wed,School-Zone,Clear,Bad,Truck,1,0,0
2,Wed,Market,Clear,Good,Bus,0,0,0
7,Sat,Residential,Clear,Good,Bike,0,1,0
3,Mon,Office-Area,Foggy,Good,Car,1,1,0
6,Tue,Residential,Clear,Bad,Bike,1,0,1
11,Sat,Office-Area,Rainy,Bad,Bus,1,1,0
12,Mon,Office-Area,Rainy,Good,Bike,1,0,0
17,Sun,Market,Foggy,Bad,Bike,0,0,0
17,Sun,Market,Clear,Bad,Truck,0,0,1
5,Wed,Residential,Clear,Bad,Bike,0,0,1
17,Mon,Residential,Foggy,Good,Car,0,0,1
21,Fri,School-Zone,Rainy,Good,Car,1,0,0
14,Thu,School-Zone,Clear,Bad,Bike,1,1,1
15,Thu,Residential,Rainy,Bad,Bike,0,1,0
14,Sat,Residential,Rainy,Good,Truck,0,1,1
14,Tue,Office-Area,Clear,Good,Car,0,0,0
23,Sat,Residential,Clear,Bad,Car,0,1,0
22,Wed,Market,Foggy,Bad,Car,0,0,0
15,Tue,School-Zone,Rainy,Good,Bus,0,0,1
19,Mon,School-Zone,Clear,Bad,Car,1,0,1
19,Mon,Highway,Clear,Bad,Truck,0,0,1
11,Sun,Market,Foggy,Good,Car,1,1,0
2,Sun,Residential,Clear,Good,Bus,0,1,1
0,Tue,Market,Clear,Good,Bus,0,0,1
5,Sun,Residential,Foggy,Bad,Car,0,0,0
16,Mon,Office-Area,Clear,Good,Bike,0,0,1
12,Wed,School-Zone,Rainy,Bad,Truck,0,1,0
2,Mon,Residential,Clear,Bad,Truck,1,1,1
14,Mon,School-Zone,Clear,Bad,Car,1,0,0
3,Sat,Office-Area,Rainy,Bad,Bus,0,0,0
16,Wed,Office-Area,Clear,Good,Bike,0,0,1
10,Fri,Residential,Foggy,Good,Bike,0,0,1
22,Sun,Market,Clear,Good,Bike,0,0,1
1,Wed,School-Zone,Clear,Bad,Bus,0,1,0
22,Sat,Residential,Foggy,Good,Car,0,1,0
11,Sat,School-Zone,Foggy,Bad,Car,1,0,0
3,Fri,Market,Clear,Bad,Truck,1,0,1
13,Mon,Market,Clear,Good,Car,0,1,1
13,Sat,Highway,Rainy,Bad,Bike,0,1,0
18,Sat,School-Zone,Rainy,Good,Truck,1,1,0
2,Sat,Office-Area,Rainy,Good,Car,0,0,1
20,Thu,Market,Rainy,Bad,Car,1,1,1
3,Wed,School-Zone,Foggy,Bad,Bike,0,1,1
12,Thu,Market,Foggy,Good,Bus,0,1,0
18,Sun,Residential,Foggy,Bad,Car,1,1,0
15,Tue,Office-Area,Rainy,Bad,Bike,1,1,1
9,Thu,Office-Area,Foggy,Bad,Bus,1,1,0
19,Sat,Market,Clear,Bad,Truck,1,1,1
20,Wed,School-Zone,Foggy,Good,Bus,1,1,1
17,Sat,Residential,Rainy,Bad,Bike,1,0,1
1,Sat,School-Zone,Clear,Good,Car,0,0,0
20,Sun,Market,Foggy,Good,Car,1,0,0
3,Thu,Office-Area,Foggy,Good,Bus,0,0,1
2,Fri,Market,Foggy,Bad,Car,1,1,0
17,Fri,Market,Rainy,Good,Truck,1,1,1
14,Mon,Office-Area,Rainy,Bad,Truck,1,0,1
19,Wed,Highway,Rainy,Good,Car,1,0,0
11,Sat,Market,Foggy,Bad,Bus,1,0,0
19,Fri,Office-Area,Clear,Good,Truck,0,1,1
3,Mon,Residential,Rainy,Good,Car,0,1,1
13,Sat,Residential,Clear,Bad,Car,1,1,0
6,Thu,Residential,Rainy,Good,Car,0,0,1
14,Mon,Office-Area,Foggy,Good,Car,1,0,1
15,Tue,Market,Rainy,Good,Bike,1,1,1
21,Mon,School-Zone,Clear,Bad,Truck,1,1,1
16,Wed,Office-Area,Clear,Good,Bike,0,0,0
14,Sat,Market,Rainy,Good,Truck,0,0,1
13,Thu,Market,Foggy,Good,Truck,0,1,1
23,Tue,Highway,Foggy,Good,Bike,0,0,1
8,Sat,Office-Area,Clear,Good,Car,1,0,1
23,Wed,Residential,Foggy,Good,Truck,1,1,0
23,Tue,Residential,Rainy,Good,Bus,1,0,1
0,Tue,Market,Rainy,Good,Bus,1,0,0
7,Tue,Office-Area,Rainy,Good,Bus,1,1,1
20,Fri,Office-Area,Clear,Good,Bike,0,0,0
21,Sat,Office-Area,Clear,Bad,Car,0,1,1
16,Wed,School-Zone,Clear,Bad,Car,1,0,0
11,Sun,Highway,Foggy,Bad,Truck,0,1,1
8,Sun,Office-Area,Foggy,Good,Truck,1,1,1
